id,sales
3000888,2.3965435897723735
3000889,2.3965435897723735
3000890,4.970417506092247
3000891,6.784168241068936
3000892,2.3965435897723735
3000893,6.221763954920434
3000894,2.3965435897723735
3000895,7.132825579646831
3000896,7.3601733686198365
3000897,6.688454850463883
3000898,4.394492462192626
3000899,4.394492462192626
3000900,7.534094897253052
3000901,2.3965435897723735
3000902,2.3965435897723735
3000903,4.970417506092247
3000904,5.739803621379325
3000905,2.3965435897723735
3000906,6.21144951581203
3000907,2.3965435897723735
3000908,6.649581606293331
3000909,5.717859472105224
3000910,6.121413172727265
3000911,2.3965435897723735
3000912,2.3965435897723735
3000913,6.688454850463883
3000914,2.3965435897723735
3000915,2.3965435897723735
3000916,2.3965435897723735
3000917,2.3965435897723735
3000918,8.001158319268058
3000919,6.486860053108043
3000920,2.3965435897723735
3000921,1.8328537542657821
3000922,1.8328537542657821
3000923,4.657393262221297
3000924,6.964198545511859
3000925,1.8328537542657821
3000926,6.180161860414931
3000927,1.8328537542657821
3000928,6.864225820379665
3000929,7.244348594630576
3000930,6.292480027355906
3000931,4.093017799405179
3000932,4.093017799405179
3000933,7.244348594630576
3000934,1.8328537542657821
3000935,1.8328537542657821
3000936,4.657393262221297
3000937,5.343828798271348
3000938,1.8328537542657821
3000939,6.180161860414931
3000940,1.8328537542657821
3000941,6.2536067831853535
3000942,5.321884648997247
3000943,5.815474692704053
3000944,1.8328537542657821
3000945,1.8328537542657821
3000946,6.3881934179609585
3000947,1.8328537542657821
3000948,1.8328537542657821
3000949,1.8328537542657821
3000950,1.8328537542657821
3000951,7.6051834961600795
3000952,6.090885230000066
3000953,1.8328537542657821
3000954,2.032859566959062
3000955,2.032859566959062
3000956,4.847143813852934
3000957,7.284272814532215
3000958,2.032859566959062
3000959,6.526307914054018
3000960,2.032859566959062
3000961,7.236899676380524
3000962,7.517049725499241
3000963,6.565181158224571
3000964,4.282768351036816
3000965,4.282768351036816
3000966,7.517049725499241
3000967,2.032859566959062
3000968,2.032859566959062
3000969,5.508133558676797
3000970,5.616529929140013
3000971,2.032859566959062
3000972,6.363586360868731
3000973,2.032859566959062
3000974,6.526307914054018
3000975,5.274534597509097
3000976,5.960683706175523
3000977,2.032859566959062
3000978,2.032859566959062
3000979,6.565181158224571
3000980,2.032859566959062
3000981,4.282768351036816
3000982,2.032859566959062
3000983,2.032859566959062
3000984,7.832663357401114
3000985,6.363586360868731
3000986,2.032859566959062
3000987,1.8123466419411975
3000988,1.8123466419411975
3000989,4.681395414619768
3000990,6.98820069791033
3000991,1.8123466419411975
3000992,6.316482179754377
3000993,1.8123466419411975
3000994,6.819849558717257
3000995,7.268350747029047
3000996,6.316482179754377
3000997,4.11701995180365
3000998,4.11701995180365
3000999,7.268350747029047
3001000,1.8123466419411975
3001001,1.8123466419411975
3001002,4.681395414619768
3001003,5.367830950669819
3001004,1.8123466419411975
3001005,6.204164012813402
3001006,1.8123466419411975
3001007,6.2776089355838245
3001008,5.345886801395718
3001009,5.749440502017759
3001010,1.8123466419411975
3001011,1.8123466419411975
3001012,6.204164012813402
3001013,1.8123466419411975
3001014,1.8123466419411975
3001015,4.11701995180365
3001016,1.8123466419411975
3001017,7.6291856485585505
3001018,6.114887382398537
3001019,1.8123466419411975
3001020,1.8123466419411975
3001021,1.8123466419411975
3001022,4.681395414619768
3001023,6.98820069791033
3001024,1.8123466419411975
3001025,6.2776089355838245
3001026,1.8123466419411975
3001027,6.819849558717257
3001028,7.268350747029047
3001029,6.316482179754377
3001030,4.11701995180365
3001031,4.11701995180365
3001032,7.268350747029047
3001033,1.8123466419411975
3001034,1.8123466419411975
3001035,4.681395414619768
3001036,5.367830950669819
3001037,1.8123466419411975
3001038,6.114887382398537
3001039,1.8123466419411975
3001040,6.2776089355838245
3001041,5.108786198275931
3001042,5.839476845102524
3001043,1.8123466419411975
3001044,1.8123466419411975
3001045,6.4121955703594296
3001046,1.8123466419411975
3001047,1.8123466419411975
3001048,1.8123466419411975
3001049,1.8123466419411975
3001050,7.6291856485585505
3001051,6.114887382398537
3001052,1.8123466419411975
3001053,1.8937334833242838
3001054,1.8937334833242838
3001055,4.7838697200360585
3001056,7.173625582563648
3001057,1.8937334833242838
3001058,6.38958889746672
3001059,1.8937334833242838
3001060,7.130770546914047
3001061,7.453775631682365
3001062,6.501907064407695
3001063,4.2194942572199405
3001064,4.2194942572199405
3001065,7.453775631682365
3001066,1.8937334833242838
3001067,1.8937334833242838
3001068,4.7838697200360585
3001069,5.553255835323137
3001070,1.8937334833242838
3001071,6.300312267051855
3001072,1.8937334833242838
3001073,6.4630338202371425
3001074,5.444859464859921
3001075,5.934865386671077
3001076,1.8937334833242838
3001077,1.8937334833242838
3001078,6.501907064407695
3001079,1.8937334833242838
3001080,1.8937334833242838
3001081,1.8937334833242838
3001082,1.8937334833242838
3001083,7.85320759655586
3001084,6.300312267051855
3001085,1.8937334833242838
3001086,1.8291911259525766
3001087,1.8291911259525766
3001088,4.698239898631147
3001089,7.00504518192171
3001090,1.8291911259525766
3001091,6.333326663765757
3001092,1.8291911259525766
3001093,7.00504518192171
3001094,7.285195231040427
3001095,6.429040054370809
3001096,4.698239898631147
3001097,4.133864435815029
3001098,7.285195231040427
3001099,1.8291911259525766
3001100,1.8291911259525766
3001101,4.698239898631147
3001102,5.384675434681198
3001103,1.8291911259525766
3001104,6.221008496824782
3001105,1.8291911259525766
3001106,6.294453419595204
3001107,5.362731285407097
3001108,5.728829211716708
3001109,1.8291911259525766
3001110,1.8291911259525766
3001111,6.294453419595204
3001112,1.8291911259525766
3001113,1.8291911259525766
3001114,1.8291911259525766
3001115,1.8291911259525766
3001116,7.64603013256993
3001117,6.1317318664099165
3001118,1.8291911259525766
3001119,1.8184871151721143
3001120,1.8184871151721143
3001121,4.647052344301491
3001122,7.010435751088115
3001123,1.8184871151721143
3001124,6.2263990659911865
3001125,1.8184871151721143
3001126,6.967580715438514
3001127,7.290585800206832
3001128,6.3387172329321615
3001129,4.082676881485373
3001130,4.082676881485373
3001131,7.290585800206832
3001132,1.8184871151721143
3001133,1.8184871151721143
3001134,4.647052344301491
3001135,5.390066003847603
3001136,1.8184871151721143
3001137,6.137122435576321
3001138,1.8184871151721143
3001139,6.299843988761609
3001140,5.368121854573502
3001141,5.771675555195543
3001142,1.8184871151721143
3001143,1.8184871151721143
3001144,6.434430623537214
3001145,1.8184871151721143
3001146,1.8184871151721143
3001147,4.082676881485373
3001148,4.082676881485373
3001149,7.690017765080326
3001150,6.137122435576321
3001151,1.8184871151721143
3001152,1.8937334833242838
3001153,1.8937334833242838
3001154,4.762782256002853
3001155,7.152538118530443
3001156,1.8937334833242838
3001157,6.368501433433515
3001158,1.8937334833242838
3001159,7.052565393398249
3001160,7.43268816764916
3001161,6.48081960037449
3001162,4.198406793186735
3001163,4.198406793186735
3001164,7.43268816764916
3001165,1.8937334833242838
3001166,1.8937334833242838
3001167,4.762782256002853
3001168,5.532168371289932
3001169,1.8937334833242838
3001170,6.441946356203937
3001171,1.8937334833242838
3001172,6.441946356203937
3001173,5.510224222015831
3001174,5.9137779226378715
3001175,1.8937334833242838
3001176,1.8937334833242838
3001177,6.441946356203937
3001178,1.8937334833242838
3001179,1.8937334833242838
3001180,1.8937334833242838
3001181,1.8937334833242838
3001182,7.832120132522655
3001183,6.27922480301865
3001184,1.8937334833242838
3001185,1.8291911259525766
3001186,1.8291911259525766
3001187,4.698239898631147
3001188,7.00504518192171
3001189,1.8291911259525766
3001190,6.333326663765757
3001191,1.8291911259525766
3001192,7.00504518192171
3001193,7.562211799598308
3001194,6.333326663765757
3001195,4.133864435815029
3001196,4.133864435815029
3001197,7.285195231040427
3001198,1.8291911259525766
3001199,1.8291911259525766
3001200,4.698239898631147
3001201,5.384675434681198
3001202,1.8291911259525766
3001203,6.294453419595204
3001204,1.8291911259525766
3001205,6.221008496824782
3001206,5.384675434681198
3001207,5.766284986029138
3001208,1.8291911259525766
3001209,1.8291911259525766
3001210,6.509005239864649
3001211,1.8291911259525766
3001212,1.8291911259525766
3001213,4.133864435815029
3001214,4.133864435815029
3001215,7.562211799598308
3001216,6.1317318664099165
3001217,1.8291911259525766
3001218,1.8291911259525766
3001219,1.8291911259525766
3001220,4.698239898631147
3001221,7.00504518192171
3001222,1.8291911259525766
3001223,6.221008496824782
3001224,1.8291911259525766
3001225,6.836694042728636
3001226,7.285195231040427
3001227,6.333326663765757
3001228,4.133864435815029
3001229,4.133864435815029
3001230,7.285195231040427
3001231,1.8291911259525766
3001232,1.8291911259525766
3001233,4.698239898631147
3001234,5.384675434681198
3001235,1.8291911259525766
3001236,6.1317318664099165
3001237,1.8291911259525766
3001238,6.294453419595204
3001239,5.276279064217983
3001240,5.856321329113904
3001241,1.8291911259525766
3001242,1.8291911259525766
3001243,6.221008496824782
3001244,1.8291911259525766
3001245,1.8291911259525766
3001246,1.8291911259525766
3001247,1.8291911259525766
3001248,7.64603013256993
3001249,6.1317318664099165
3001250,1.8291911259525766
3001251,2.3965435897723735
3001252,2.3965435897723735
3001253,4.970417506092247
3001254,7.060695010059388
3001255,2.3965435897723735
3001256,6.221763954920434
3001257,2.3965435897723735
3001258,6.9452139383792275
3001259,7.3601733686198365
3001260,6.688454850463883
3001261,4.394492462192626
3001262,4.394492462192626
3001263,7.56877643186398
3001264,2.3965435897723735
3001265,2.3965435897723735
3001266,4.970417506092247
3001267,5.739803621379325
3001268,2.3965435897723735
3001269,6.21144951581203
3001270,2.3965435897723735
3001271,6.649581606293331
3001272,5.739803621379325
3001273,6.21144951581203
3001274,2.3965435897723735
3001275,4.394492462192626
3001276,6.784168241068936
3001277,2.3965435897723735
3001278,2.3965435897723735
3001279,2.3965435897723735
3001280,2.3965435897723735
3001281,8.001158319268058
3001282,6.486860053108043
3001283,2.3965435897723735
3001284,1.1000952606226155
3001285,1.1000952606226155
3001286,4.446913451421543
3001287,6.836669313949133
3001288,1.1000952606226155
3001289,6.126077551622627
3001290,1.1000952606226155
3001291,6.736696588816939
3001292,7.186009904888892
3001293,6.16495079579318
3001294,3.779022855602091
3001295,3.779022855602091
3001296,7.121531410778264
3001297,1.1000952606226155
3001298,1.1000952606226155
3001299,4.446913451421543
3001300,5.216299566708622
3001301,1.1000952606226155
3001302,5.96335599843734
3001303,1.1000952606226155
3001304,5.698259900249731
3001305,5.194355417434521
3001306,5.597909118056561
3001307,1.1000952606226155
3001308,1.1000952606226155
3001309,6.260664186398232
3001310,1.1000952606226155
3001311,1.1000952606226155
3001312,1.1000952606226155
3001313,1.1000952606226155
3001314,7.520963375651759
3001315,5.8523483604562445
3001316,1.1000952606226155
3001317,1.0576235998535262
3001318,1.0576235998535262
3001319,4.404441790652454
3001320,6.794197653180044
3001321,1.0576235998535262
3001322,6.083605890853538
3001323,1.0576235998535262
3001324,6.794197653180044
3001325,7.143538244119803
3001326,6.122479135024091
3001327,3.7365511948330017
3001328,3.7365511948330017
3001329,7.079059750009175
